Dataset,Image,Preprocessing,Model,IoU,Dice
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,UNet,0.26857990230278306,0.42343395447972143
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,ResUNet,0.422828032493363,0.5943487516933433
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,ResNet34,0.28395702338070267,0.4423154641625529
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,FPN,0.0005933544303794535,0.0011860051393550177
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,UNet,0.2713426740029862,0.4268600111543945
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,ResUNet,0.41787544119311903,0.5894388590883324
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,ResNet34,0.2838980463980031,0.4422439105573588
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,FPN,0.000671044432727474,0.001341188868131752
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11931).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,UNet,0.1368677006962617,0.24078034869393972
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,ResUNet,0.20039809483182855,0.3338860594574729
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,ResNet34,0.26525498823597254,0.4192909582688829
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,UNet,0.199073546721267,0.3320455984799455
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,ResUNet,0.3545950102914762,0.5235439487041605
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,ResNet34,0.27460014582456455,0.43088045568505745
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3319).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,UNet,0.03053395541729884,0.05925851400972923
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,ResNet34,0.2054196691361994,0.34082680811638427
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,FPN,0.03423873451970328,0.06621050513178395
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,watershed,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,ResNet34,0.11286219862855958,0.20283229813654516
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,UNet,0.09386958518288158,0.17162847647361495
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,ResNet34,0.2340968653210462,0.3793816707575004
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,FPN,0.07311692404661475,0.13627019089569153
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11922).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,ResNet34,0.00528950062563685,0.01052333804808457
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,FPN,0.0028319355190051018,0.0056478766156154835
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,watershed,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,UNet,0.2242495888156742,0.3663461942145487
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,ResUNet,0.0007513148009011074,0.0015015015015005621
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,ResNet34,0.20969958766924715,0.34669696477830436
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,FPN,0.00037001797230131617,0.0007397622192862669
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,UNet,0.17817338988057096,0.30245699217265815
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,ResNet34,0.36107483477764807,0.5305730817315936
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,FPN,0.28067465962191396,0.43832312525770734
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3305).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,UNet,0.05101413644742316,0.09707602339176555
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,ResNet34,0.18531073446318957,0.3126787416585984
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,FPN,0.023317221625481867,0.04557183468180819
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,watershed,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,UNet,0.014841507359668453,0.029248916706771034
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,ResNet34,0.17227329192538024,0.29391319091204904
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,FPN,0.0994884365341045,0.18097222895353027
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,UNet,0.004044613310452234,0.008056640624995082
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,ResNet34,0.344059532973906,0.5119706747105609
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,FPN,0.26040566237045193,0.4132092867318694
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3323).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,ResNet34,0.15588645881798235,0.26972624798700895
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,FPN,0.003910023460138962,0.00778958944281168
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,watershed,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,UNet,0.0033284023668608276,0.006634721710277704
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,ResNet34,0.1311492298974238,0.23188669793695893
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,FPN,0.07341743379925365,0.13679195341443262
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,UNet,0.21881521913618085,0.35906217070584867
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,ResNet34,0.3143195666890576,0.47830006439129497
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,FPN,0.21875369516364032,0.3589793344327355
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3343).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,UNet,0.00039154267815161195,0.000782778864970033
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,ResNet34,0.17212603337999366,0.2936988488919464
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,FPN,0.010410160316463454,0.020605810838645884
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,watershed,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,ResNet34,0.19277206722124915,0.3232337049447211
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,FPN,0.0009651076466214067,0.0019283542238359946
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,UNet,0.015298959089801355,0.0301368556577988
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,ResNet34,0.1208378536259197,0.21562057925686262
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,FPN,0.059268501910606224,0.11190458661558127
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11974).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,UNet,0.09688266476774393,0.17665091787781706
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,ResUNet,0.13838444578066209,0.24312427369079723
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,ResNet34,0.12683920929279524,0.22512388324222335
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,UNet,0.25552134597196163,0.40703624321759313
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,ResUNet,0.14167646778341916,0.24819022162817458
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,ResNet34,0.062275179856091774,0.11724867724863589
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3318).png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,UNet,0.19022108503570534,0.3196399180409393
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,ResUNet,0.1314620249855567,0.23237549662744508
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,ResNet34,0.23431199784945664,0.379664133959159
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,UNet,0.16950842142423428,0.2898797790918101
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,ResUNet,0.13006718007533014,0.23019371302626432
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3346).png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,UNet,0.1264672472547798,0.22453781512597493
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,ResUNet,0.11407391413864691,0.20478697632345852
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,ResNet34,0.23382040714369084,0.37901854401158414
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,UNet,0.3002313922097313,0.46181224974039553
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,ResUNet,0.17685794920032738,0.3005595523580429
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,ResNet34,0.23661871435969523,0.3826866140906064
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3270).png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,UNet,0.24072850113819463,0.3880437999406961
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,ResUNet,0.12433531435716126,0.22117123382938475
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,ResNet34,0.00797922390755844,0.015832119786409832
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,UNet,0.19506419334613448,0.3264497328799755
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,ResUNet,0.1181842421010138,0.21138599105805922
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,ResNet34,0.018575656444796564,0.03647378832836518
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11939).png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,UNet,0.12198291867799758,0.2174416680455827
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,ResUNet,0.1506639427987043,0.2618730581445903
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,ResNet34,0.13956692913381247,0.24494731387106441
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,UNet,0.25387688587492674,0.4049470705375946
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,ResUNet,0.12460717462196129,0.22160124429910064
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,ResNet34,0.160346827868303,0.276377414092439
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3442).png,adaptive,PSPNet,0.0,0.0
